title,summary,category
"NBA All-Star taraftar oylaması: Alperen Şengün, 6. sırada","Amerikan Basketbol Ligi'nde (NBA), 16 Şubat'ta oynanacak 2024-2025 sezonu All-Star maçında forma giyecek oyuncuların belirlenmesi için yapılan ilk taraftar oylaması sonuçları açıklandı. Houston Rockets forması giyen milli basketbolcu Alperen Şengün ise All-Star maçında Batı Konferansı ilk 5'i için yarışan 10 forvet oyuncusu arasında 314 bin 223 oyla 6. sırada yer aldı.",Spor
"Çaykur Rizespor-Beşiktaş maçı ne zaman, saat kaçta ve hangi kanalda?","Ligde 3'er sarı kartları bulunan Mert Günok, Ersin Destanoğlu, Jonas Svensson, Moatasem Al Musrati ve Ciro Immobile, Çaykur Rizespor karşısında kart görmeleri halinde cezalı duruma düşecek. EV SAHİBİ EKİBİN SON DURUMU   Teknik direktör İlhan Palut yönetiminde çıktığı 16 maçta 6 galibiyet, 2 beraberlik ve 8 yenilgi yaşayan yeşil-mavili ekip, 20 puanla 12. sırada yer alıyor.",Spor
Beşiktaş'ın Rizespor maçı kamp kadrosu açıklandı,"Tedavileri devam eden Gabriel Paulista ile Milot Rashica yer almazken, sakatlığını atlatan Ciro Immobile ise kadroya dahil edildi. Beşiktaş'ın, Rizespor maçı kamp kadrosu şu şekilde:   ""Mert Günok, Ersin Destanoğlu, Göktuğ Baytekin, Jonas Svensson, Onur Bulut, Joao Mario, Yakup Arda Kılıç, Bakhtiyor Zainutdinov, Ernest Muçi, Arthur Masuaku, Tayyip Talha Sanuç, Al-Musrati, Salih Uçan, Semih Kılıçsoy, Felix Uduokhai, Rafa Silva, Emirhan Topçu, Cher Ndour, Can Keleş, Gedson Fernandes, Alex Oxlade-Chamberlain, Mustafa Erhan Hekimoğlu, Ciro Immobile.""",Spor
Galatasaray ile anılıyordu: PSG'de Milan Skriniar gelişmesi,Geçtiğimiz günlerde sarı-kırmızılıların Paris Saint-Germain ile Milan Skriniar için resmi temaslar kurduğu ve Slovak savunmacının kararını beklediği iddia ediliyordu. Adı transferde Galatasaray ile anılan 29 yaşındaki oyuncunun bugün yapılan PSG antrenmanlarına çıktığı görüldü.,Spor
Volkan Demirel: 3 puanı kaçırmamalıyız,"Bodrum FK Teknik Direktörü Volkan Demirel, Trendyol Süper Lig'in 18. haftasında iç sahada oynayacakları Kayserispor maçından 3 puanla ayrılmak istediklerini söyledi. Ligin ilk yarısı bitti gibi gözüküyor olsa da önümüzdeki Kayseri ve deplasmanda oynayacağımız maçlarda toplayacağımız puanları alarak ikinci yarıya daha olumlu şekilde bakmak istiyoruz.",Spor
Türk teknik direktör Muhsin Ertuğral Güney Afrika Süper Ligi'nde,"Güney Afrika Süper Ligi ekiplerinden Cape Town City, teknik direktörlük koltuğuna Muhsin Ertuğral'ın getirildiğini açıkladı. Güney Afrika ekibinin resmi sosyal medya hesabından yapılan açıklamada, Ertuğral’ın takımının başına geçmesinden dolayı büyük memnuniyet duyulduğu dile getirildi.",Spor
Real Madrid Teknik Direktörü Ancelotti'nin transfer listesinde iki isim var: Biri Arsenal'dan diğeri Liverpool'dan,"İspanya LaLiga ekiplerinden Real Madrid stoper pozisyonu için ise İngiliz ekibi Arsenal’in 23 yaşındaki William Saliba’yı kadrosuna katmak istiyor. Sezon başında çapraz bağından sakatlık yaşayan Carvajal’ın yokluğunu hisseden Real Madrid, 26 yaşındaki İngiliz sağ bek için Liverpool’a yaklaşık 20 milyon sterlin’lik teklif yaptı.",Spor
Ümraniyespor'da Bülent Bölükbaşı dönemi,"Ümraniyespor'un kulüp tesislerinde düzenlenen imza törenine Bülent Bölükbaşı'nın yanı sıra başkan Ömür Aydın ve asbaşkan Fatih Çevik katıldı. ""BAŞKANIN YAZMAK İSTEDİĞİ HİKAYEYE İNANDIM""   Bülent Bölükbaşı, Ümraniyespor'un iyi yerlere gelmesi için ellerinden geleni yapacaklarını söyledi.",Spor
Trabzonspor'un 230 günlük deplasman galibiyeti hasreti,"Trendyol Süper Lig'in ilk bölümünü deplasman galibiyeti alamadan kapatan Trabzonspor, hafta sonu Reeder Samsunspor'u yenerek bu sezon dış sahada kazanma hasretini sonlandırmaya çalışacak. Ligde bir sonraki dış saha maçında ikas Eyüpspor ile karşılaşan bordo-mavili takım, geçici olarak takımın başında sahaya çıkan futbol genel direktörü İhsan Derelioğlu yönetiminde İstanbul'dan golsüz beraberlikle döndü.",Spor
NBA'de Alperen Şengün'den 23 sayı,"Denver, sahadan 139-120'lik skorla galip ayrılırken mücadelede 29 dakika 31 saniye süre alan Sırbistanlı oyuncu, 23 sayı, 17 ribaunt ve 15 asistlik performansıyla ""triple-double"" yaparak maça damgasını vurdu. SONUÇLAR   Washington Wizards-Chicago Bulls: 125-107 Detroit Pistons-Orlando Magic: 105-96 Toronto Raptors-Brooklyn Nets: 130-113 New York Knicks-Utah Jazz: 119-103 Miami Heat-New Orleans Pelicans: 119-108 Houston Rockets-Dallas Mavericks: 110-99 Denver Nuggets-Atlanta Hawks: 139-120 Sacramento Kings-Philadelphia 76ers: 113-107",Spor
"Beşiktaş, Süper Lig'in 18. haftasında Çaykur Rizespor deplasmanında","Ligin ilk bölümünde 26 puanla 6. sırada yer alarak beklentilerin altında kalan siyah-beyazlı futbol takımı, ikinci yarıyı Çaykur Rizespor deplasmanında açacak. Ligde 3'er sarı kartları bulunan Mert Günok, Ersin Destanoğlu, Jonas Svensson, Moatasem Al Musrati ve Ciro Immobile, Çaykur Rizespor karşısında kart görmeleri halinde cezalı duruma düşecek.",Spor
"Al-Shabab başkanından paylaşım: ""Allah kerim, Fatih Terim""",Suudi Arabistan ekibi Al-Shabab'ın başkanı Muhammed Almunajem'in yeni teknik direktörleri Fatih Terim ile ilgili yaptığı paylaşım sosyal medyada viral oldu. Al Shabab Başkanı Muhammed Almunajem'in Instagram hesabından Fatih Terim ile ilgili bir yaptığı paylaşım sosyal medyada gündem oldu.,Spor
Süper Lig'de yeni yıl arası sona erdi: 18. hafta heyecanı başlıyor,"Haftanın açılış maçlarında Çaykur Rizespor, Beşiktaş'ı konuk edecek, Corendon Alanyaspor da TÜMOSAN Konyaspor'u ağırlayacak. Türkiye Futbol Federasyonundan yapılan açıklamaya göre ligde 18. haftanın maç programı şöyle:   Yarın:   20.00 Çaykur Rizespor-Beşiktaş (Çaykur Didi) 20.00 Corendon Alanyaspor-TÜMOSAN Konyaspor (Gain Park)   4 Ocak Cumartesi:   13.30 Adana Demirspor-RAMS Başakşehir (Yeni Adana) 16.00 Onvo Antalyaspor-ikas Eyüpspor (Corendon Airlines Park Antalya) 19.00 Galatasaray-Göztepe (RAMS Park) 20.00 Reeder Samsunspor-Trabzonspor (Samsun Yeni 19 Mayıs)   5 Ocak Pazar:   13.30 Kasımpaşa-Gaziantep FK (Recep Tayyip Erdoğan) 16.00 Sipay Bodrum FK-Bellona Kayserispor (Grey Beton Bodrum) 19.00 Fenerbahçe-Atakaş Hatayspor (Ülker)",Spor
Jose Mourinho vatandaşını ikna etti: Ara transferde imza atabilir,"İspanyol Don Balon'da yer alan habere göre; Mourinho'nun vatandaşı Felix'i Fenerbahçe'ye transferi için ikna etti. Haberde, sürekli forma şansını bularak kendini yeniden göstermek istediği söylenen Joao Felix'in Fenerbahçe'ye gelmeyi kabul ettiği de aktarıldı.",Spor
Victor Osimhen kararını bildirdi: Galatasaray'da kalacak mı?,"Galatasaray'ın Nijeryalı golcüsü Victor Osimhen, devre arasında kendisini isteyen takımlara karşı kararını net bir şekilde belirtti. Daily Sports'ta yer alan habere göre; Özellikle Manchester United'ın ilgi gösterdiği Osimhen, ocak ayında Galatasaray'dan ayrılmayacağını İngiliz devine bildirdi.",Spor
Galatasaray'ın istediği yıldız futbolcunun sözleşmesi feshedildi,Galatasaray'ın transfer listesinde yer alan ve Manchester City tarafından Benfica'ya kiralanan Issa Kabore'nin sözleşmesi feshedildi. Portekiz basınından Record ve A Bola'da yer alan haberlere göre; Manchester City'den kiralanan Burkina Faso'lu futbolcunun kiralık sözleşmesinin feshedildiği yazıldı.,Spor
41 yaşındaki Felipe Melo takımıyla yollarını ayırdı,"Yayınlanan mesajda şu ifadelere yer verildi: ""Felipe Melo'nun sözleşmesi 31 Aralık'ta sona erdi. Bu takımda 100'den fazla maçta forma giyen Melo'nun adı formamızda ölümsüzleşti.",Spor
İngiltere'de VAR'da yeni dönem başlıyor,İngiltere'de hakemler tartışmalı kararlar sonrası VAR'a bakarak taraftara ve ekran başındaki izleyenlere bilgiler verecek. Yeni kararla taraftarlara ve ekran başında izleyenlere maçlardaki kararlar hakkında hakemler tarafından bilgiler verilecek.,Spor
ZTK programı belli oldu: Ziraat Türkiye Kupası 1. hafta maçları ne zaman?,"Ziraat Türkiye Kupası grup aşamasında ilk hafta maçlarının programı belli oldu. Türkiye Futbol Federasyonundan yapılan açıklamaya göre, 4 grupta 7, 8 ve 9 Ocak 2025'te oynanacak müsabakaların programı şöyle: 7 Ocak SalıA Grubu:13.00 MKE Ankaragücü-İskenderunspor (Eryaman)15.30 Solwie Energy Fatih Karagümrük-Çaykur Rizespor (Atatürk Olimpiyat)D Grubu:19.00 Net Global Sivasspor-Beşiktaş (BG Grup 4 Eylül)21.00 Onvo Antalyaspor-Kocaelispor (Corendon Airlines Park Antalya) 8 Ocak ÇarşambaD Grubu:13.00 Kırklarelispor-Sipay Bodrum FK (Kırklareli Atatürk)C Grubu:15.30 ikas Eyüpspor-Boluspor (Recep Tayyip Erdoğan)20.30 Galatasaray-RAMS Başakşehir (RAMS Park)A Grubu:18.00 Trabzonspor-Corendon Alanyaspor (Papara Park) 9 Ocak PerşembeB Grubu:13.00 Erzurumspor FK-Göztepe (Erzurum Kazım Karabekir)18.00 Gaziantep FK-Uğur Okulları İstanbulspor (Gaziantep)20.30 Kasımpaşa-Fenerbahçe (Recep Tayyip Erdoğan)C Grubu:15.30 Ahlatcı Çorum FK-TÜMOSAN Konyaspor (Çorum Şehir)",Spor
Masuaku için Yunanistan iddiası: Ayrılmaya sıcak bakıyor,"Beşiktaş'ta taraftarların protestosunun odağı olan Arthur Masuaku için Yunan temsilcisi AEK'nın devreye girdiği öne sürüldü. Sabah'ın haberine göre,  siyah-beyazlı taraftarlarla da bağlarını tamamen koparan 31 yaşındaki oyuncu için Yunanistan ekibi AEK'nın devreye girdiği öne sürüldü.",Spor
Beynin bilgi saklama yeteneğini geliştiriyor: Pahalı takviyeler gerektirmeden hafızayı güçlendirmek mümkün,"Bu basit ama etkili günlük alışkanlıkları rutininize dahil ederek beyninizin bilgiyi saklama yeteneğini doğal olarak geliştirebilirsiniz. Tempolu yürüyüş, yoga veya dans gibi aktiviteler yalnızca vücudunuzu sağlıklı tutmakla kalmaz, aynı zamanda hafızanızı ve genel zihinsel berraklığınızı da iyileştirir.",Teknoloji
ABD'de akıllı gözlükle saldırı keşfi,"42 yaşındaki saldırgan Şemseddin Cabbar'ın, saldırı öncesi bölgede keşif yaptığı ve akıllı gözlükle kayıt aldığı belirlendi. Öte yandan saldırganın Haziran 2024'te Mısır ve Kanada'ya seyahat ettiği bildirildi.",Teknoloji
12 ay içinde ölme ihtimalinizi öğrenin: Yeni bir test doğru yanıtı veriyor,"Araştırma, yanağınızın iç kısmından alınan hücreler kullanılarak yapılan bu testin, önümüzdeki yıl içindeki ölüm riskinizi doğru bir şekilde tahmin edebileceğini gösterdi. CheekAge tüketiciler tarafından satın alınamıyor, ancak aynı araştırma grubu şu anda piyasada olan TallyAge ismindeı benzer bir ürün üretti.",Teknoloji
"Musk’tan NASA'ya sert eleştiri: Ay dikkat dağıtıcı, hedefimiz Mars!","NASA, Artemis misyonuyla insanlığı Ay'a geri döndürmeyi planlarken, Elon Musk'ın Mars odaklı vizyonu ve sert eleştirileri, uzay politikalarında yeni bir dönemin habercisi olabilir. Uzmanlar tarafından NASA’nın Ay ve Mars arasında denge kurarak iki hedefe birden odaklanacağı bir yol haritası oluşturması olası görülüyor.",Teknoloji
"Yapay zeka oluşturdu, sosyal medyada gündem oldu: En kötü ünlü çiftler!","Her ne kadar eğlenceli olsa da bu tür içerikler, yapay zekanın insanlık için olası tehlikelerine dair tartışmaları yeniden alevlendirdi. Google’da çalışan bilişsel psikolog Dr. Geoffrey Hinton, yakın zamanda BBC Radio 4’e verdiği demeçte, yapay zekanın insanlardan daha zeki hale gelmesinin yakında bir gerçek olabileceğini söyledi.",Teknoloji
Ay'ın gizemli geçmişi: Manyetik alanıyla ilgili yeni keşif!,"Son olarak Çin’in Ay’dan getirdiği örnekler, uydunun düşündüğümüzden daha uzun süre manyetik bir koruma kalkanına sahip olduğunu ortaya koydu. MIT’den Benjamin Weiss, bu uzun ömürlü manyetik alanın Ay çekirdeğinin kristalleşmesi ya da çekirdekle manto arasındaki etkileşimler gibi olaylarla bağlantılı olabileceğini ifade ediyor.",Teknoloji
Zeka seviyenizi 5 adımda ölçün: Nerede ve ne kadar başarılısınız?,"Bu muhtemelen zekanın en güvenilir işaretlerinden biridir, çünkü sürekli değişen ve dinamik bir dünyaya nasıl uyum sağladığınızı gösterir. Beyin fırtınası yapmak veya günlük bir nesne için mümkün olduğunca çok sayıda kullanım listelemek gibi egzersizleri deneyin.",Teknoloji
TEKNOFEST heyecanı bu yıl İstanbul’da yaşanacak,"TEKNOFEST 2025’te de ilkokuldan lisansüstüne kadar her eğitim seviyesinden binlerce genç, hayallerini gerçeğe dönüştürmek için farklı kategorilerdeki teknoloji yarışmalarına başvuru yapma fırsatı bulacak. Festival coşkusunu ülkemizin her köşesine ulaştıran ve ""ilklerin tek festivali"" TEKNOFEST’in teknoloji yarışmalarına katılmak için www.teknofest.org adresinden başvurular yapabilecek.",Teknoloji
Yurt dışı telefon ne zaman açılır? IMEI kaydı ne zaman sıfırlanır?,"Yurt dışından getirilen telefonların Türkiye'de kullanılabilmesi için yapılan IMEI kaydının sıfırlanması, belirli aralıklarla ve her yıl yenilenecek bir sistemle yürütülecek. Yurt dışı telefon kullanımına açılması, kaydın yapılması ve sıfırlama tarihleri, telefonun yurda giriş tarihine bağlı olarak hesaplanır.",Teknoloji
"Depresyon tedavisinde ""hayat değiştiren"" gelişme","ABD'de yapılan kapsamlı bir araştırma, tedaviye dirençli ağır depresyondan muzdarip bireyler için vagus siniri uyarımı cihazlarının çarpıcı sonuçlar verdiğini ortaya koydu. Her ne kadar sonuçlar umut vaat etse de cihazın maliyeti ve yerleştirilmesi için gereken ameliyat, tedavinin yaygınlaşmasının önündeki en büyük engel olarak görülüyor.",Teknoloji
Bekarlığın karanlık yüzü: Psikopatlık ile bağlantılı mı?,"Uzun süreli ilişkide olanların yoğun çekim (Eros) ve özverili sevgi (Agape) düzeylerinde daha yüksek puanlar aldığı görüldü. Veggi, bu bulguların klinik bağlamda olumsuz kişilik özelliklerini ele almak ve bireylerin sağlıklı ilişkiler kurmasına yardımcı olmak için kullanılabileceğini ifade ediyor.",Teknoloji
Çin uçan otomobilini tanıttı! Hem karada hem de havada gidiyor,"Çin Komünist Partisi'nin (ÇKP) yayın organı Global Times'ın haberine göre, Southeast Üniversitesi, ""Kunpeng No.1"" adı verilen elektrikli uçan aracına ilişkin açıklama yaptı. Ana taşıyıcı olarak dron teknolojisi yerine arabayı kullanıyor ve böylece yerde sürüşle uçuş arasında pürüzsüz bir geçişi mümkün kılıyor"" ifadeleri yer aldı.",Teknoloji
Microsoft 2025'te 80 milyar dolarlık yatırım yapacak,"ABD'li teknoloji devi Microsoft, 2025 mali yılında yapay zeka destekli veri merkezleri oluşturmak için yaklaşık 80 milyar dolarlık yatırım yapmayı planladığını açıkladı. Smith, yapay zeka bileşenlerinin güvenliğini sağlarken şirketlerinin büyümesine ve müttefik ülkelere güvenilir tedarik sunmasına olanak tanıyan pragmatik bir ihracat politikasına ihtiyaç olduğunu vurguladı.",Teknoloji
Microsoft'tan yapay zeka için 80 milyar dolar,"ABD'li teknoloji şirketi Microsoft, 2025 mali yılında yapay zeka destekli veri merkezleri oluşturmak için yaklaşık 80 milyar dolarlık yatırım yapmayı planladığını açıkladı. Smith, yapay zeka bileşenlerinin güvenliğini sağlarken şirketlerinin büyümesine ve müttefik ülkelere güvenilir tedarik sunmasına olanak tanıyan pragmatik bir ihracat politikasına ihtiyaç olduğunu vurguladı.",Teknoloji
69 yaşındaki adam şaka bağımlısı oldu: Nadir görülen hastalığın beyindeki hasarı ortaya çıktı,"Beyindeki belirli bölgelerde meydana gelen hasarın ardından gelişen bu durum, hastaların kontrol edilemeyen espri yapma isteği duymasına yol açıyor. Bu bölgeler, karar verme ve sosyal uyum süreçlerini yöneten merkezler olduğundan, hasar sonrası hastaların davranışlarını kontrol edemediği gözlemleniyor.",Teknoloji
"Uzmanı ipuçlarını açıkladı: ""Sosyal medyanın tahribatından kendinizi koruyun""","Sosyal medyada amaçsızca gezinmek insanların günlük streslerinden, bekleyen işlerini düşünmekten, hayatın zorluklarıyla ve kişinin sorumluluklarıyla yüzleşmesinden kaçış için en çok kullanılan yol haline geldi. Sosyal medyada amaçsızca gezinmek insanların günlük streslerinden, bekleyen işlerini düşünmekten, hayatın zorluklarıyla ve kişinin sorumluluklarıyla yüzleşmesinden kaçış için en çok kullanılan yol haline geldi.",Teknoloji
Apple'ın sesli asistanı Siri'ye 'gizliliği ihlal' davası: 95 milyon dolar ödeyecek,"ABD'li teknoloji devlerinden Apple, sesli asistan teknolojisi ""Siri""nin kullanıcıların gizliliğini ihlal ettiği iddiasıyla açılan toplu davada anlaşmaya giderek 95 milyon dolar ödemeyi kabul etti. Söz konusu dava, Siri'nin istem dışı etkinleştirilebildiği ve kullanıcıların rızaları dışında kaydedilen konuşmaların üçüncü taraflarla paylaştığı iddiasıyla açılmıştı.",Teknoloji
Google Haritalar'da izi sürüldü: Kaybolan kadının sırrı 2 yıl sonra çözüldü!,"Alzheimer hastası olan Paulette Landrieux, Kasım 2020'de Belçika’nın Andenne kentindeki evlerinde eşi ve bakıcısı tarafından en son görüldükten sonra arkasında iz bırakmadan ortadan kayboldu. Bunun ardından termal görüşe sahip helikopterler, dronlar ve iz süren köpekler dahil bir arama ekibi oluşturuldu, ancak tüm çabalara rağmen yaşlı kadın bulunamadı.",Teknoloji
2024 Çin'in kayıtlara geçen en sıcak yılı oldu,"Çin Meteoroloji İdaresi Çarşamba gecesi haber sitesinde yaptığı açıklamada, 2024 yılı için ortalama ulusal sıcaklığın 10.92 santigrat derece ile ortalamanın 1.03 derece üzerinde olduğunu ve 1961 yılında tam kayıtların başlamasından bu yana en sıcak yıl olduğunu söyledi. Kasım ayında Dünya Meteoroloji Örgütü, Ocak-Eylül ortalama yüzey hava sıcaklığının 1850-1900 yılları arasında ölçülen sanayi öncesi ortalamanın 1.54 derece aşıldığını belirtmişti.",Teknoloji
"Valve, Steam 2024 Ödülleri kazananlarını açıkladı: Yılın oyunu belli oldu",Valve'ın her yıl Steam mağazasında yayınlanan PC oyunları için düzenlediği popülerlik oylamasının ardından ödülleri kazanan oyunlar belli oldu. Yakın zamanda PC’ye gelen Red Dead Redemption oyunu da En İyi Müzik ödülüne layık gördü.,Teknoloji
"Ölümden sonra neler oluyor? Yakın deneyim yaşayanlar anlattı: ""Bedenimi izledim""","Kanadalı Jose Hernandez, 2000 yılında bir kaza sonrası üç dakika boyunca klinik olarak ölüydü ve bu süre zarfında Tanrı hakkında düşünmeye başladı. Amber Cavanagh, iki felç geçirdiği sırada ölümden sonra başka bir boyutta olduğunu, sevdiklerinin hastaneye götürüldüğünü ve kendisinin de bedenini izlediğini söyledi.",Teknoloji
166 milyon yıllık dev keşif: En büyük dinozor ayak izi bulundu!,"Birleşik Krallık'ta Oxfordshire'daki bir taş ocağında 166 milyon yıl öncesine ait olduğu düşünülen şu ana kadar en büyük 200 devasa dinozor ayak izi keşfedildi. Bu yaz, 100’den fazla bilim insanı, öğrenci ve gönüllü, BBC’nin Digging for Britain adlı yeni serisinde yer alan bir kazıya katıldı.",Teknoloji
NASA'dan kritik takip: Uçak boyutunda iki asteroit düşüyor!,"Astronomlar, 2024 YF7 gibi gök cisimlerini oldukça önemli olduğunu düşünüyor çünkü asteroitler erken dönem güneş sistemi hakkında çok şey ortaya koyabiliyor. Bu eski cisimleri anlamak, bilim insanlarının güneş sisteminin oluşumu sırasında mevcut olan koşulları daha iyi yorumlamalarına yardım edebilir.",Teknoloji
"Uzay'dan gelen gizemli sinyal: MIT, radyo dalgalarının kaynağını buldu","İlk olarak 2007 yılında keşfedilen bu sinyallerin, Harvard-Smithsonian Astrofizik Merkezi'nden teorik fizikçi Profesör Avi Loeb gibi bilim insanları tarafından, uzaylı medeniyetlerden kaynaklanabileceği öne sürülmüştü. Bu yıldız, Dünya’dan yaklaşık 200 milyon ışık yılı uzakta ve bilim insanlarının radyo patlamasının kaynağı olduğuna inandığı yoğun bir manyetik alanla çevrili.",Teknoloji
Uzay çöpü sorunu artıyor: Kenya'da bir köye roket parçası düştü,"KSA, 2,5 metre çapında ve yaklaşık 500 kilogram ağırlığında metal bir halka olan bu cismin, 30 Aralık saat 15:00 civarında (yerel saatle) Makueni bölgesindeki Mukuku köyüne düştüğünü belirtti. NASA, ayrıca, dev Long March roketlerinin yörünge sonrası kontrolsüz bir şekilde Dünya'ya düşmesine izin verdiği için Çin'i eleştirmişti.",Teknoloji
PS Plus Ocak 2025 oyunları belli oldu (PlayStation Plus Ocak 2025'te hangi oyunları ücretsiz verecek?),"PlayStation, Plus üyeliği alan herkese o ay belirlediği oyunları ücretsiz olarak kütüphanelerine ekleme olanağı sağlıyor. PlayStation Plus üyeleri, Aralık ayında dağıtılan oyunları ise 6 Ocak tarihine kadar kütüphanelerine ekleyebilir.",Teknoloji
"Putin, Çin ile yapay zeka iş birliğini geliştirme talimatı verdi","Rusya’nın devlet haber ajansı TASS’a göre, bu stratejik toplantı, yapay zeka sektörünün daha da geliştirilmesine yönelik temel ve keşif araştırmalarına odaklanacak. Ukrayna’daki devam eden savaş nedeniyle Moskova’nın ihtiyaç duyduğu teknolojilere erişimini sınırlamayı amaçlayan Batı yaptırımları, dünyanın en büyük çip üreticilerinin Rusya’ya ihracatı durdurmasına yol açtı.",Teknoloji
Kızıl Gezegen'in sırları ortaya çıkıyor: Mars'ta yaşam için yeni hedef!,"Eski Mars’ta okyanuslar ve daha sıcak iklimler olmasına rağmen, bugün yüzeyde ya da yakınında canlı bir organizma bulma olasılığı düşük. Özellikle, hidrojenle beslenip atık ürün olarak metan üreten ""metanojenler"" adı verilen tek hücreli organizmalar, Mars’taki yaşam ihtimali için güçlü adaylar arasında.",Teknoloji
Rockstar Games stüdyosundan sızıntı: GTA 6'nın yeni görüntüsü ortaya çıktı,"Oyunseverlerin 10 yılı aşkın süredir merakla beklediği Grand Theft Auto 6'nın (GTA 6) Rockstar Games ofisinden çekilmiş bir görüntüsü sızdırıldı. 2025'te çıkış yapacağı duyurulan GTA 6'yı oyunseverler merakla beklerken, oyunun 2026'ya da ertelenebileceği de gelen iddialar arasında.",Teknoloji
Nörobiyolog güçlü beynin altın anahtarını açıkladı: Meğer sırrı damarlarınızdaymış,"70 yaşındaki bireylerin beyin yaşı, yaşam tarzı ve sağlık verileriyle ilişkisini inceleyen çalışma, beynin yaşlanmasını yavaşlatmada damar sağlığının kritik bir rol oynadığını ortaya koyuyor. Araştırmada, 739 katılımcının biyolojik sinyalleri analiz edilerek fiziksel aktivite, sağlıklı beslenme, sigaradan uzak durma ve kan şekeri seviyelerinin kontrol altında tutulmasının beynin yaşlanmasını yavaşlatmaya yardımcı olduğu belirlendi.",Teknoloji
"Göz bebeği büyüdükçe, eski anılar canlanıyor","Nature dergisinde yayımlanan çalışmaya göre, göz bebeği boyutunun beynin güçlü ve uzun süreli anılar oluşturma sürecini anlamada kilit rol oynadığı kaydedildi. Bulgular, beynin çok kısa zaman ölçeğinde çalışan ve yeni öğrenilenlerle eski bilgileri ayıran yerleşik bir mekanizmayı işaret ediyor.",Teknoloji
Elon Musk'ın Mars hayali: 1 milyon kişilik şehir nasıl kurulacak?,"SpaceX, geçen yıl test uçuşlarını gerçekleştirdiği Starbase’e “Mars’a Açılan Kapı” yazılı bir ışıklı tabela yerleştirerek Kızıl Gezegen misyonunu vurgulamıştı. Musk, her fırlatmanın maliyetini ise sektör standartlarına göre inanılmaz derecede düşük bir rakam olan 2 milyon dolar olarak belirtti.",Teknoloji
ABD ve Çin rekabeti kızışıyor: Uluslararası Uzay İstasyonu savaşı,"Uluslararası Uzay İstasyonu (ISS) 1998 yılında yörüngeye fırlatılmadan önce, ABD, bu yörünge laboratuvarının barışçıl amaçlarla kullanılması için diğer birkaç ülkeyle bir anlaşma imzaladı. Eğer Çin, uzayda kalıcı hakimiyeti elde ederse, uluslararası ortaklar düşük dünya yörüngesindeki uzun vadeli ihtiyaçlar için taykonotlara bağımlı hale gelebilir.",Teknoloji
"Elon Musk X adını ""Kekius Maximus"" olarak değiştirdi: Kripto değeri yüzde 400 fırladı","Dünyanın en zengin insanı ve 2022’den beri sahibi olduğu platformda yaklaşık 210 milyon takipçiye sahip olan Musk, profil fotoğrafını da gladyatör zırhı giymiş popüler Pepe the Frog karakterinin bir görüntüsüyle değiştirdi. Sosyal medyada Musk’ı yakından takip edenler, yeni takma adının, Pepe the Frog ve 2000 yapımı “Gladyatör” filminde Russell Crowe’un canlandırdığı Maximus Decimus Meridius karakterinin garip bir kombinasyonu olabileceğini öne sürdü.",Teknoloji
2025'in gökyüzü takvimi: Kaçırılmaması gereken 12 astronomi etkinliği,"Nadir bir astronomik olay olan Büyük Ay Durması, Ay'ın yörüngesindeki geniş salınımlarını gözler önüne seriyor. Ocak ayında G3 ATLAS Kuyruklu Yıldızı’nın parlaklığı negatif büyüklüklere ulaşabilir ve çıplak gözle dahi gözlemlenebilir hale gelebilir.",Teknoloji
"ABD'nin ""muhteşem yedilisi"" 2024'ü rekorlarla geçirdi","ABD Merkez Bankasının (Fed) 22 yılın zirvesindeki faiz oranlarını düşürmeye başlaması ve yapay zekanın şirket karlarını artıracağı beklentisiyle teknoloji hisselerindeki yükseliş, geçen yıl piyasaları destekleyen unsurlar olarak öne çıktı. Fed'in eylül ayından bu yana politika faizini toplam 100 baz puan indirmesi, ekonomik büyüme beklentilerini yükseltirken, yapay zeka ve bunun getireceği potansiyel verimlilik artışı etrafındaki coşku, ""muhteşem yedili"" olarak adlandırılan şirketleri zirvelere taşıdı.",Teknoloji
NASA'dan tarihi keşif: Güneş Sistemi'nin yeni gezegeni ortaya çıktı!,"Bu gezegenin varlığı, sistemin en uzak bölgelerinde hareket eden küçük buzlu cisimler olan transneptün cisimlerinin (TNO’lar) davranışları analiz edilerek ortaya çıkarıldı. Yeterli Kütle: Kendi yerçekimi nedeniyle yuvarlak bir şekle sahip olacak kadar büyük olmalı ve yakınındaki diğer cisimlerin yerçekimsel etkilerinin üstesinden gelebilmelidir.",Teknoloji
Uzayda saatli bomba: 2050 öncesi için kritik uyarı,"Şu anda, düşük Dünya yörüngesinde (LEO), telekomünikasyon şirketleri, hükümetler ve bilim insanlarını donanımlarının risk altında olduğu konusunda uyarmak için günlük yaklaşık bin adet çarpışma uyarısı yapılıyor. Eski NASA fizikçisi Sierra Solter-Hunt, bu dağılmış uydu parçalarının, roket artıkları ve diğer uzay çöplerinin metal parçacıklarının Dünya’nın manyetik alanını ""bozabileceğini veya hapsedebileceğini"" belirtti.",Teknoloji
